line_num,human_npr,lm_npr,winner,human_n_chunks_scored,lm_n_chunks_scored,human_n_lowconf,lm_n_lowconf
1079,1.296557,1.987961,MGC,1,1,0,0
1081,1.606035,1.359450,HWC,2,1,0,0
1082,1.066859,1.126339,MGC,1,1,0,0
1083,1.245252,1.861972,MGC,7,7,0,0
1085,1.190017,1.384656,MGC,3,1,0,0
1086,1.297830,1.305017,MGC,2,1,0,0
109,1.372165,1.547863,MGC,1,1,0,0
1090,1.453970,1.156937,HWC,1,1,0,0
1092,1.635462,1.580318,HWC,1,1,0,0
1093,1.930759,2.390370,MGC,2,1,0,0
1095,1.412165,1.432235,MGC,1,1,0,0
1096,1.253105,1.788317,MGC,3,1,0,0
1097,1.393852,1.140484,HWC,1,1,0,0
11,1.169517,1.099323,HWC,1,1,0,0
110,1.578553,2.501488,MGC,1,2,0,0
1100,1.391384,1.270284,HWC,1,1,0,0
1101,1.662726,1.249501,HWC,1,1,0,0
1104,1.492282,2.128153,MGC,1,3,0,0
1109,1.628033,1.612509,HWC,1,1,0,0
111,1.088259,1.428357,MGC,1,1,0,0
1110,1.521904,1.106803,HWC,1,1,0,0
1111,1.261309,1.830777,MGC,1,1,0,0
1112,1.352906,1.360078,MGC,1,1,0,0
1113,1.185603,1.572816,MGC,2,1,0,0
1114,1.332440,1.190751,HWC,3,1,0,0
1117,1.297325,1.667932,MGC,4,2,0,0
1120,1.228221,1.603095,MGC,3,2,0,0
1123,1.440178,1.428488,HWC,1,1,0,0
1124,1.175777,1.210038,MGC,1,1,0,0
1125,1.426295,1.472310,MGC,1,1,0,0
1126,1.266652,1.179900,HWC,1,1,0,0
1129,1.676816,1.167204,HWC,1,1,0,0
113,1.333710,1.722795,MGC,1,1,0,0
1130,1.345721,1.474446,MGC,1,1,0,0
1132,1.204493,1.248103,MGC,1,1,0,0
1133,1.223952,1.101154,HWC,1,1,0,0
1138,1.410788,1.925161,MGC,1,2,0,0
1139,1.383688,2.041836,MGC,1,1,0,0
1141,1.439374,1.619077,MGC,2,2,0,0
1142,1.214916,1.244341,MGC,1,1,0,0
1143,1.611558,1.455142,HWC,2,1,0,0
1144,1.089639,1.574576,MGC,1,1,0,0
1145,1.232662,1.495630,MGC,2,4,0,0
1146,1.578439,1.811120,MGC,1,1,0,0
1147,1.202240,1.210462,MGC,1,1,0,0
1149,1.263531,1.635115,MGC,1,1,0,0
115,1.451267,2.095764,MGC,2,1,0,0
1150,1.378548,1.059762,HWC,1,1,0,0
1151,1.277133,2.058954,MGC,1,1,0,0
1152,1.433606,1.305613,HWC,1,1,0,0
1153,1.314251,1.579912,MGC,1,2,0,0
1154,1.620892,1.668157,MGC,2,1,0,0
1156,1.271064,1.091380,HWC,2,1,0,0
1159,1.221075,1.184907,HWC,4,1,0,0
116,1.510319,1.106006,HWC,1,1,0,0
1161,1.138057,1.066700,HWC,1,1,0,0
1162,1.267287,1.321730,MGC,7,1,0,0
1163,1.265986,1.574449,MGC,4,2,0,0
1166,1.306936,1.754453,MGC,1,1,0,0
1168,1.360804,1.156928,HWC,1,1,0,0
117,1.426981,2.346010,MGC,5,2,0,0
1170,1.396406,2.554978,MGC,2,2,0,0
1171,1.419413,1.422602,MGC,2,1,0,0
1174,1.488463,1.648848,MGC,3,1,0,0
1175,1.229753,1.693477,MGC,2,1,0,0
1177,1.424885,1.483991,MGC,1,1,0,0
1178,1.512917,1.436472,HWC,1,1,0,0
118,1.289170,1.416768,MGC,2,1,0,0
1180,1.337030,1.923717,MGC,1,1,0,0
1181,1.272148,1.653741,MGC,1,1,0,0
1182,1.284281,1.145022,HWC,1,1,0,0
1183,1.310371,1.200880,HWC,1,1,0,0
1184,1.271238,2.125944,MGC,1,1,0,0
1186,1.332408,1.266303,HWC,1,1,0,0
1188,1.675742,1.083282,HWC,1,1,0,0
1189,1.159643,1.628971,MGC,1,1,0,0
119,1.347078,1.148419,HWC,1,1,0,0
1191,1.276677,1.651213,MGC,3,1,0,0
1193,1.359735,1.111823,HWC,3,1,0,0
1194,1.550743,1.722827,MGC,1,1,0,0
1195,1.406622,1.481655,MGC,2,1,0,0
1196,1.238680,1.479580,MGC,3,2,0,0
1197,1.525527,1.777857,MGC,1,1,0,0
1199,1.896023,1.252887,HWC,1,1,0,0
12,1.543148,1.420125,HWC,1,1,0,0
120,1.390719,1.631485,MGC,1,1,0,0
1200,1.239006,1.356651,MGC,2,3,0,0
1201,1.690474,1.165959,HWC,1,1,0,0
1202,1.325114,1.714048,MGC,2,1,0,0
1203,1.317263,1.247283,HWC,1,1,0,0
1207,1.223305,1.544125,MGC,1,1,0,0
1209,1.529688,1.477037,HWC,1,1,0,0
121,1.550083,1.608404,MGC,2,1,0,0
1212,1.536981,2.076738,MGC,1,2,0,0
1213,1.554680,1.161410,HWC,1,1,0,0
1214,1.389017,1.363515,HWC,1,1,0,0
1215,1.479371,1.055197,HWC,1,1,0,0
1216,1.221122,1.416622,MGC,1,1,0,0
1217,1.163091,1.518427,MGC,1,1,0,0
1218,1.257966,1.652037,MGC,4,1,0,0
1223,1.232610,1.857597,MGC,1,2,0,0
1224,1.075155,2.554692,MGC,3,4,0,0
1226,1.135696,1.169421,MGC,4,1,0,0
1227,1.257396,1.642785,MGC,1,1,0,0
1228,1.250535,1.533852,MGC,1,1,0,0
1229,1.108406,1.160817,MGC,1,1,0,0
1230,1.102093,1.247621,MGC,1,1,0,0
1234,1.660120,1.175528,HWC,1,1,0,0
1236,1.489907,1.438176,HWC,2,1,0,0
1237,1.243324,1.504884,MGC,1,1,0,0
1238,1.685440,1.526754,HWC,1,1,0,0
1239,1.332328,1.757245,MGC,1,1,0,0
1240,1.563550,1.846646,MGC,1,3,0,0
1241,1.387683,1.323551,HWC,1,1,0,0
1242,1.249896,1.249408,HWC,1,1,0,0
1244,1.406072,1.727546,MGC,3,2,0,0
1245,1.378967,2.573511,MGC,2,4,0,0
1246,1.727309,1.169768,HWC,1,1,0,0
1247,1.200290,1.945562,MGC,1,2,0,0
1248,1.365287,2.111189,MGC,1,1,0,0
1251,1.412935,2.228239,MGC,2,1,0,0
1252,1.263129,1.516480,MGC,3,1,0,0
1253,1.240150,1.113731,HWC,1,1,0,0
1255,1.265844,1.277065,MGC,1,1,0,0
1256,1.475878,1.187137,HWC,4,1,0,0
1257,1.299306,2.174251,MGC,2,2,0,0
1258,1.216923,1.725340,MGC,4,1,0,0
1259,1.413374,1.302004,HWC,2,1,0,0
126,1.434192,1.296031,HWC,1,1,0,0
1260,1.283189,1.198452,HWC,1,1,0,0
1263,1.212369,1.433130,MGC,1,1,0,0
1265,1.875516,2.622558,MGC,3,2,0,0
1266,1.226491,1.340299,MGC,3,1,0,0
1267,1.607463,1.954139,MGC,1,1,0,0
1268,1.163285,1.379268,MGC,1,1,0,0
127,1.211831,1.399104,MGC,1,1,0,0
1270,1.300240,1.438441,MGC,2,1,0,0
1271,1.407059,1.618349,MGC,2,1,0,0
1272,1.479952,1.562454,MGC,1,1,0,0
1274,1.712700,1.909670,MGC,1,1,0,0
1277,1.352736,1.047022,HWC,1,1,0,0
128,1.448824,1.429006,HWC,1,1,0,0
1280,1.344677,1.564713,MGC,1,1,0,0
1281,1.122797,1.265105,MGC,1,1,0,0
1282,1.197626,1.173001,HWC,2,1,0,0
1284,1.191158,1.229105,MGC,1,1,0,0
1285,1.397544,2.297460,MGC,1,3,0,0
1286,1.170319,2.174511,MGC,2,1,0,0
1288,1.359227,1.755836,MGC,2,2,0,0
