line_num,human_npr,lm_npr,winner,human_n_chunks_scored,lm_n_chunks_scored,human_n_lowconf,lm_n_lowconf
6441,1.462354,1.656223,MGC,1,2,0,0
4391,1.193400,1.702730,MGC,1,1,0,0
888,1.495202,1.805831,MGC,1,1,0,0
6496,1.460141,1.788975,MGC,2,2,0,0
3738,1.367072,1.563679,MGC,1,2,0,0
4529,1.431959,1.635525,MGC,1,2,0,0
5921,1.442446,1.589659,MGC,1,1,0,0
4590,1.811874,1.731725,HWC,1,3,0,0
1842,1.569009,1.895384,MGC,1,1,0,0
2651,1.339480,1.689815,MGC,1,2,0,0
1070,1.309737,1.557069,MGC,1,2,0,0
2551,1.642717,1.628033,HWC,2,1,0,0
329,1.276712,1.310599,MGC,1,1,0,0
3972,1.129103,1.755612,MGC,1,2,0,0
5318,1.184227,1.231238,MGC,1,1,0,0
5302,1.132407,1.446457,MGC,1,2,0,0
5231,1.459806,1.834406,MGC,1,1,0,0
2178,1.085975,1.521323,MGC,1,1,0,0
48,1.551833,1.601968,MGC,1,1,0,0
853,1.508938,1.935584,MGC,1,2,0,0
470,1.393104,2.504372,MGC,3,3,0,0
2516,1.684853,2.292211,MGC,1,2,0,0
5996,1.664814,1.684844,MGC,1,1,0,0
755,1.315568,1.712691,MGC,3,2,0,0
1712,1.343507,1.647226,MGC,1,2,0,0
2924,1.262451,1.760976,MGC,1,2,0,0
2959,1.300064,1.671675,MGC,1,1,0,0
2153,1.993443,2.133333,MGC,1,1,0,0
118,1.416514,2.297611,MGC,2,1,0,0
1009,1.443768,2.165166,MGC,1,1,0,0
1737,1.483586,1.609167,MGC,8,1,0,0
1014,1.143549,1.494135,MGC,2,2,0,0
3935,1.139807,1.838564,MGC,5,1,0,0
6997,1.295812,1.677707,MGC,1,2,0,0
6049,1.514468,1.645911,MGC,2,3,0,0
3446,1.379884,1.678355,MGC,1,2,0,0
3030,1.190720,1.572765,MGC,1,2,0,0
1342,1.428345,1.866351,MGC,1,2,0,0
532,1.277066,1.671536,MGC,1,1,0,0
6373,1.292710,1.486365,MGC,1,1,0,0
3713,1.766615,1.702960,HWC,1,1,0,0
2444,1.489277,1.695677,MGC,3,2,0,0
4722,1.778060,1.738374,HWC,2,1,0,0
6656,1.669954,1.965694,MGC,1,1,0,0
5614,1.479784,1.162408,HWC,1,1,0,0
4879,1.619331,1.491755,HWC,2,2,0,0
6473,1.483466,2.115266,MGC,2,1,0,0
3051,1.344596,1.255153,HWC,2,1,0,0
4689,1.318446,1.209205,HWC,1,1,0,0
2757,1.690540,1.937823,MGC,1,1,0,0
2909,1.537387,2.024434,MGC,2,2,0,0
2979,1.454064,1.473970,MGC,1,1,0,0
1800,1.481338,1.717046,MGC,1,2,0,0
5729,1.582519,2.889620,MGC,5,1,0,0
1367,1.269818,1.601240,MGC,2,1,0,0
5651,1.110205,1.695062,MGC,1,2,0,0
4903,1.387075,1.827695,MGC,1,2,0,0
4561,1.189295,1.660171,MGC,1,2,0,0
2799,1.522768,1.836303,MGC,1,2,0,0
4212,1.632688,1.325062,HWC,1,1,0,0
4745,1.327030,1.701772,MGC,4,2,0,0
475,1.124617,1.530677,MGC,1,2,0,0
3895,1.570342,1.543911,HWC,1,2,0,0
1020,1.550901,1.735031,MGC,1,3,0,0
2669,1.275597,1.806356,MGC,4,2,0,0
690,1.380516,1.590828,MGC,1,2,0,0
1337,1.660489,1.839276,MGC,2,2,0,0
5837,1.175970,1.505949,MGC,1,1,0,0
5754,1.640318,2.433403,MGC,1,1,0,0
3903,1.481463,1.772249,MGC,2,2,0,0
153,1.143481,1.526610,MGC,1,2,0,0
2992,1.421691,1.635281,MGC,1,1,0,0
2691,1.406646,1.585960,MGC,1,2,0,0
1906,1.409049,1.489112,MGC,1,1,0,0
596,1.220762,1.550921,MGC,1,1,0,0
1654,1.899831,2.168384,MGC,2,2,0,0
2321,1.351476,1.944500,MGC,1,1,0,0
4933,1.370146,2.193597,MGC,1,1,0,0
5308,1.378214,1.877208,MGC,1,1,0,0
221,1.701084,1.890532,MGC,1,1,0,0
1750,1.651048,1.803878,MGC,1,1,0,0
1138,1.449186,1.996116,MGC,1,2,0,0
5457,1.176562,1.604248,MGC,1,2,0,0
816,1.270350,1.055304,HWC,1,1,0,0
233,1.496790,1.714228,MGC,1,2,0,0
731,1.573452,1.851098,MGC,1,2,0,0
1448,1.385403,1.565021,MGC,2,2,0,0
6416,1.725289,1.415152,HWC,1,1,0,0
1505,1.431690,1.661500,MGC,2,1,0,0
2602,1.430544,1.911929,MGC,2,2,0,0
6312,1.160864,1.546114,MGC,1,1,0,0
1208,1.355645,1.456772,MGC,1,1,0,0
4044,2.008538,2.276694,MGC,1,1,0,0
4105,1.216722,1.492150,MGC,1,2,0,0
41,1.483209,1.204627,HWC,1,1,0,0
907,1.942073,2.566124,MGC,1,1,0,0
5946,1.486758,1.910700,MGC,1,1,0,0
4175,1.577562,1.558928,HWC,1,2,0,0
804,1.294033,1.562479,MGC,2,3,0,0
4090,1.293816,1.518981,MGC,1,1,0,0
6459,1.457196,1.984618,MGC,1,1,0,0
5956,1.668552,1.403294,HWC,1,2,0,0
1203,1.535981,1.673975,MGC,1,2,0,0
1767,1.294935,1.719324,MGC,3,1,0,0
5499,1.317498,1.405577,MGC,2,1,0,0
5617,1.313968,1.713685,MGC,2,2,0,0
1917,1.376236,1.488874,MGC,3,1,0,0
6428,1.632799,1.629173,HWC,1,1,0,0
1126,2.061450,1.466245,HWC,1,1,0,0
2880,1.432083,1.624021,MGC,1,3,0,0
5211,1.629208,1.470792,HWC,1,1,0,0
1520,1.291806,1.565045,MGC,2,1,0,0
798,1.363958,1.574803,MGC,1,1,0,0
3190,1.281551,2.164704,MGC,1,1,0,0
119,1.505305,1.676134,MGC,2,2,0,0
4112,1.684291,2.040839,MGC,1,2,0,0
3590,1.324079,2.082697,MGC,3,1,0,0
2072,1.395196,1.909264,MGC,1,1,0,0
6480,1.272251,1.915977,MGC,2,1,0,0
6235,1.633803,2.461269,MGC,2,2,0,0
6795,1.242596,1.737574,MGC,3,2,0,0
3333,1.343739,1.515778,MGC,1,2,0,0
453,1.701589,1.334660,HWC,2,1,0,0
2076,1.163067,1.421601,MGC,1,1,0,0
6482,1.467498,1.682830,MGC,3,2,0,0
3874,1.259484,1.671240,MGC,1,1,0,0
5367,1.483538,1.614640,MGC,1,1,0,0
350,1.362827,1.748381,MGC,3,2,0,0
2098,1.402678,1.558127,MGC,1,3,0,0
2944,1.496678,1.512165,MGC,1,1,0,0
1638,1.590430,1.504458,HWC,1,1,0,0
2377,1.272920,1.730093,MGC,8,2,0,0
1343,1.241379,1.134934,HWC,2,1,0,0
3089,1.832393,1.995737,MGC,1,1,0,0
267,1.241088,1.665991,MGC,2,1,0,0
984,1.495067,1.135120,HWC,1,1,0,0
4877,1.117286,1.709195,MGC,1,2,0,0
4348,1.713106,1.379721,HWC,1,1,0,0
1997,1.074335,1.205664,MGC,1,1,0,0
5381,1.583804,1.344472,HWC,2,1,0,0
3798,1.627692,1.500755,HWC,2,1,0,0
3222,1.381402,1.593570,MGC,2,1,0,0
3771,1.214830,1.892712,MGC,1,2,0,0
2974,1.354515,1.566968,MGC,2,2,0,0
6521,1.419782,1.494110,MGC,1,3,0,0
4512,1.275886,1.803039,MGC,1,1,0,0
3265,1.206132,1.552901,MGC,2,3,0,0
5156,1.298726,1.439712,MGC,1,1,0,0
6175,1.299165,1.524497,MGC,1,2,0,0
6087,1.166495,1.554569,MGC,1,1,0,0
1477,1.286839,1.918042,MGC,1,1,0,0
4953,1.258184,1.590704,MGC,9,2,0,0
343,1.456986,1.514535,MGC,1,2,0,0
2711,1.268929,1.808127,MGC,1,3,0,0
6972,2.224062,2.075427,HWC,1,1,0,0
6004,1.256383,1.634165,MGC,1,1,0,0
3624,1.177956,1.672108,MGC,1,1,0,0
2195,1.506333,1.692023,MGC,2,2,0,0
6628,1.608715,1.581374,HWC,4,1,0,0
631,1.180200,1.566798,MGC,1,1,0,0
3964,1.349454,1.487964,MGC,1,2,0,0
2299,1.403827,1.550799,MGC,2,2,0,0
1558,1.232845,1.694581,MGC,5,1,0,0
5455,1.248850,1.853153,MGC,8,2,0,0
6350,1.278309,1.663136,MGC,1,1,0,0
3981,1.881709,1.619702,HWC,2,2,0,0
5783,1.367634,1.376769,MGC,1,1,0,0
5204,1.336324,1.746320,MGC,3,2,0,0
5384,1.376576,1.588623,MGC,1,1,0,0
5717,1.545226,1.553418,MGC,1,1,0,0
4180,1.260195,2.146492,MGC,1,1,0,0
3047,1.117033,1.572660,MGC,1,1,0,0
2488,1.310755,1.509187,MGC,1,1,0,0
4361,1.816191,2.043776,MGC,1,1,0,0
203,1.181202,1.613965,MGC,5,3,0,0
427,1.199265,1.498078,MGC,1,2,0,0
5738,1.426747,1.448471,MGC,2,1,0,0
4397,1.468415,2.142157,MGC,1,1,0,0
743,1.605369,1.538203,HWC,3,5,0,0
3042,1.584790,1.828418,MGC,2,1,0,0
5768,1.293852,1.417855,MGC,6,1,0,0
2073,1.283373,1.930101,MGC,3,1,0,0
6947,1.434952,1.719710,MGC,4,1,0,0
1919,1.494090,2.032968,MGC,1,1,0,0
5108,1.274930,1.506774,MGC,1,1,0,0
2199,1.289845,1.522673,MGC,4,2,0,0
5951,1.265861,1.409088,MGC,2,1,0,0
1790,1.225576,1.659912,MGC,1,1,0,0
5486,1.757461,1.904192,MGC,1,1,0,0
3552,1.180653,1.430317,MGC,1,2,0,0
3420,1.498061,1.624552,MGC,1,2,0,0
5784,1.330441,1.943648,MGC,2,3,0,0
1923,1.406123,1.774904,MGC,1,2,0,0
4400,1.390078,1.648843,MGC,2,2,0,0
2646,1.291099,1.752807,MGC,1,2,0,0
156,1.377719,1.221211,HWC,1,1,0,0
6952,1.485461,2.103607,MGC,1,1,0,0
5902,1.439443,1.922477,MGC,1,1,0,0
5244,1.350926,1.877878,MGC,1,1,0,0
4767,1.110541,1.575942,MGC,1,1,0,0
638,1.294552,1.759617,MGC,1,1,0,0
2355,1.140331,1.525711,MGC,1,1,0,0
558,1.459202,1.444758,HWC,2,1,0,0
1943,1.653797,1.412600,HWC,1,1,0,0
3296,1.271835,1.732911,MGC,2,2,0,0
2349,1.992719,2.137754,MGC,1,3,0,0
2333,1.140359,1.479137,MGC,1,1,0,0
6942,1.337027,1.691586,MGC,1,2,0,0
1230,1.286813,1.690364,MGC,2,3,0,0
1941,1.163341,1.756297,MGC,1,2,0,0
4011,1.379938,1.616591,MGC,2,2,0,0
2852,1.555190,1.748006,MGC,1,1,0,0
5556,1.434410,1.646827,MGC,2,2,0,0
6842,1.292669,1.977422,MGC,1,1,0,0
1037,1.515212,1.626991,MGC,1,1,0,0
4169,1.228135,2.154956,MGC,1,1,0,0
407,1.366007,1.571775,MGC,1,5,0,0
2826,1.588283,2.523357,MGC,3,1,0,0
419,1.824735,2.163887,MGC,1,2,0,0
312,1.182761,1.531273,MGC,5,2,0,0
5106,1.228882,1.757411,MGC,1,2,0,0
917,1.307649,1.613373,MGC,1,1,0,0
2641,1.576086,1.877040,MGC,2,1,0,0
1570,1.619071,2.029375,MGC,3,2,0,0
4123,1.448574,1.576069,MGC,1,1,0,0
3875,1.449464,1.581267,MGC,1,1,0,0
4007,1.904625,1.943628,MGC,1,1,0,0
2502,1.716384,1.956060,MGC,1,1,0,0
2566,1.272017,1.916027,MGC,1,1,0,0
5447,1.947872,1.886791,HWC,1,2,0,0
2084,1.362035,2.319830,MGC,3,3,0,0
5345,1.180214,1.702086,MGC,2,2,0,0
4264,1.493330,1.453944,HWC,1,3,0,0
4770,1.241791,1.448861,MGC,1,1,0,0
3130,1.334717,1.498693,MGC,2,1,0,0
3264,1.685365,1.452131,HWC,1,1,0,0
5137,1.366876,2.121800,MGC,1,1,0,0
684,1.248753,1.479581,MGC,5,2,0,0
5958,1.384312,1.439117,MGC,7,1,0,0
5519,1.242140,1.783362,MGC,1,1,0,0
981,1.233696,1.576328,MGC,1,3,0,0
2770,1.410986,1.898855,MGC,1,2,0,0
5674,1.343846,1.507956,MGC,3,1,0,0
4780,2.420478,1.732057,HWC,1,1,0,0
3599,1.178689,1.630336,MGC,1,2,0,0
656,1.578881,1.770109,MGC,1,2,0,0
5440,1.396958,1.506174,MGC,5,4,0,0
6107,1.227637,1.743930,MGC,1,1,0,0
210,1.217781,1.978929,MGC,1,2,0,0
1702,1.396634,1.960291,MGC,2,1,0,0
2970,1.264676,1.165169,HWC,1,1,0,0
2226,1.508816,1.755073,MGC,3,3,0,0
6388,1.185553,1.574544,MGC,1,3,0,0
923,1.179503,1.955549,MGC,1,1,0,0
2590,1.532084,2.095253,MGC,1,1,0,0
5269,1.435473,1.484528,MGC,1,1,0,0
6423,1.425351,1.261361,HWC,2,1,0,0
17,1.280616,1.504793,MGC,1,2,0,0
6240,1.449999,1.604219,MGC,1,1,0,0
2256,1.353357,1.802832,MGC,2,1,0,0
3387,1.308282,1.376821,MGC,1,1,0,0
5359,1.660429,2.060294,MGC,1,1,0,0
6026,1.234404,1.807684,MGC,1,1,0,0
4392,1.392775,1.661589,MGC,1,1,0,0
3858,1.266053,1.636238,MGC,6,2,0,0
6378,1.230450,1.676970,MGC,1,1,0,0
3627,1.346090,1.499435,MGC,3,3,0,0
5265,1.579435,1.841090,MGC,3,1,0,0
5471,1.107658,1.339072,MGC,1,2,0,0
6400,1.381190,1.774444,MGC,1,2,0,0
5620,1.136764,1.699314,MGC,1,1,0,0
566,1.297740,1.756295,MGC,1,4,0,0
2396,1.626931,1.872997,MGC,1,1,0,0
6623,1.485895,1.741220,MGC,3,2,0,0
1924,1.683816,2.252479,MGC,2,1,0,0
5636,1.377516,2.041816,MGC,3,3,0,0
587,1.331725,1.599162,MGC,5,2,0,0
2204,1.471199,1.628049,MGC,1,2,0,0
6843,1.435559,1.712495,MGC,2,2,0,0
3879,1.511368,1.494059,HWC,1,1,0,0
3719,1.323506,1.664256,MGC,1,2,0,0
2998,1.285977,1.254222,HWC,2,1,0,0
4703,1.471991,1.920468,MGC,1,2,0,0
978,1.559872,2.544419,MGC,1,1,0,0
3623,1.637185,1.749030,MGC,1,1,0,0
2592,1.851246,2.134301,MGC,1,2,0,0
2474,1.310868,1.413271,MGC,4,3,0,0
3453,1.283755,1.622210,MGC,1,2,0,0
4634,1.103655,1.681988,MGC,1,1,0,0
6333,1.303716,1.286649,HWC,4,2,0,0
4757,1.297986,1.289755,HWC,1,1,0,0
188,1.344081,1.599820,MGC,1,2,0,0
6104,1.574166,1.840396,MGC,2,1,0,0
4520,1.137467,2.501596,MGC,1,1,0,0
2604,1.127555,1.637754,MGC,1,2,0,0
1095,1.230620,1.551054,MGC,1,1,0,0
5437,1.517643,1.806187,MGC,2,4,0,0
758,1.532360,1.468897,HWC,1,2,0,0
2989,1.439925,2.558884,MGC,2,2,0,0
6580,1.600803,1.561006,HWC,2,1,0,0
2822,1.613846,1.173819,HWC,2,1,0,0
389,1.453788,2.128587,MGC,2,1,0,0
3169,1.312606,1.536931,MGC,1,3,0,0
4796,1.243891,1.541527,MGC,1,2,0,0
3313,1.275359,1.487144,MGC,2,1,0,0
6570,1.273637,1.501422,MGC,1,2,0,0
3123,1.192788,1.675860,MGC,1,2,0,0
1487,1.414826,2.161077,MGC,1,1,0,0
6508,1.693045,1.814365,MGC,1,2,0,0
5242,1.684833,1.722681,MGC,1,1,0,0
3822,1.332633,1.512763,MGC,1,1,0,0
1413,1.257721,1.437832,MGC,1,1,0,0
6729,1.245221,1.737124,MGC,4,1,0,0
4943,1.322074,1.808887,MGC,1,2,0,0
2517,1.213859,1.759528,MGC,1,2,0,0
5074,1.566978,1.959324,MGC,1,1,0,0
934,1.139574,1.305078,MGC,1,1,0,0
6470,1.366240,1.665401,MGC,1,1,0,0
6523,1.901370,1.845281,HWC,1,1,0,0
3093,1.398740,1.358987,HWC,1,1,0,0
3484,1.475562,1.419373,HWC,1,1,0,0
5961,1.343957,1.670434,MGC,1,3,0,0
6383,1.472859,1.716238,MGC,2,3,0,0
1719,1.297454,1.751777,MGC,1,1,0,0
1650,1.299383,1.682399,MGC,1,2,0,0
998,1.188402,1.596896,MGC,1,1,0,0
5609,1.502269,1.972323,MGC,5,1,0,0
1700,1.672520,1.746419,MGC,2,1,0,0
562,1.298987,1.150045,HWC,1,1,0,0
3686,1.360372,1.650101,MGC,3,3,0,0
2984,1.550024,1.610649,MGC,2,2,0,0
2895,1.248323,1.754552,MGC,1,1,0,0
2082,1.478335,1.137420,HWC,2,1,0,0
5301,1.531317,1.835124,MGC,1,1,0,0
1881,1.473976,1.642244,MGC,1,2,0,0
348,1.422562,1.748691,MGC,1,1,0,0
886,1.582787,1.860907,MGC,3,3,0,0
474,1.092767,1.787667,MGC,1,2,0,0
2409,1.387638,1.538316,MGC,1,1,0,0
6688,1.188901,2.202256,MGC,1,2,0,0
618,1.364891,1.947129,MGC,2,3,0,0
4576,1.552602,1.565324,MGC,1,4,0,0
6320,1.362052,1.452674,MGC,1,1,0,0
36,1.380262,1.597541,MGC,2,3,0,0
1285,1.405681,1.046056,HWC,1,1,0,0
2090,1.185108,1.679696,MGC,1,2,0,0
4027,1.188715,1.799632,MGC,1,2,0,0
6036,1.447849,1.517594,MGC,2,2,0,0
3606,1.978652,1.945708,HWC,2,2,0,0
6516,1.385253,1.539510,MGC,1,1,0,0
104,1.347580,1.733449,MGC,1,1,0,0
6893,1.601412,1.675677,MGC,1,1,0,0
1038,1.205013,1.764482,MGC,1,2,0,0
1274,1.404391,1.904246,MGC,4,1,0,0
274,1.678495,1.588054,HWC,2,2,0,0
5286,1.331060,1.450624,MGC,1,1,0,0
3293,2.117425,2.546683,MGC,1,1,0,0
6790,1.220051,1.732072,MGC,1,2,0,0
2505,1.322173,1.603393,MGC,1,1,0,0
4315,1.444047,1.724642,MGC,1,3,0,0
4937,1.754504,1.684060,HWC,2,1,0,0
3316,1.501125,1.552003,MGC,1,1,0,0
2936,1.229051,1.792902,MGC,5,1,0,0
301,1.435994,1.751733,MGC,2,2,0,0
1401,1.209997,1.387128,MGC,1,1,0,0
4443,1.576263,2.239567,MGC,3,3,0,0
5336,1.285019,1.545077,MGC,1,2,0,0
6287,1.424073,1.114288,HWC,1,1,0,0
3620,2.618719,2.674040,MGC,1,1,0,0
6351,1.473021,1.385381,HWC,2,1,0,0
6096,1.618233,1.995647,MGC,3,2,0,0
6353,1.368742,1.592768,MGC,1,2,0,0
966,1.255334,1.221854,HWC,1,1,0,0
5891,1.335240,1.527991,MGC,4,2,0,0
5963,1.267238,1.588587,MGC,1,2,0,0
4050,1.441579,2.346072,MGC,1,1,0,0
2372,1.172783,1.227774,MGC,2,1,0,0
1333,1.533507,1.663338,MGC,2,3,0,0
1093,1.224824,1.233835,MGC,1,1,0,0
2532,1.766367,1.577675,HWC,1,1,0,0
3601,1.186094,1.562496,MGC,1,1,0,0
1826,1.512337,1.431349,HWC,1,1,0,0
6748,1.287349,1.572405,MGC,1,1,0,0
3008,1.376753,1.967766,MGC,2,2,0,0
299,1.375662,1.537346,MGC,2,3,0,0
795,2.127249,1.888659,HWC,1,1,0,0
6573,1.441976,1.880515,MGC,1,2,0,0
65,1.167868,1.643425,MGC,1,2,0,0
286,1.289843,1.378304,MGC,1,1,0,0
6022,1.393428,2.042590,MGC,2,2,0,0
480,1.290451,1.601257,MGC,5,1,0,0
3195,1.417361,2.177145,MGC,1,1,0,0
4484,1.433572,1.622899,MGC,1,2,0,0
1661,1.422272,1.817856,MGC,2,1,0,0
6923,1.817541,1.892841,MGC,1,1,0,0
192,1.295318,2.090693,MGC,4,1,0,0
3178,1.301797,1.646916,MGC,1,1,0,0
70,1.222984,1.794370,MGC,6,3,0,0
2115,1.400308,1.952523,MGC,1,1,0,0
994,1.306415,1.494818,MGC,6,1,0,0
4712,1.399499,1.126503,HWC,1,1,0,0
3965,1.397194,1.657697,MGC,1,1,0,0
6543,1.269776,1.563956,MGC,1,2,0,0
6877,1.216482,2.187329,MGC,1,1,0,0
92,1.126001,1.283563,MGC,1,1,0,0
5709,1.270310,1.337910,MGC,1,2,0,0
139,1.492216,1.722500,MGC,3,1,0,0
1516,1.586932,1.906680,MGC,1,1,0,0
4191,1.499063,1.528849,MGC,1,2,0,0
4130,1.953509,2.076877,MGC,1,2,0,0
5747,1.247989,1.440990,MGC,1,1,0,0
3956,1.277980,2.228828,MGC,1,2,0,0
3656,1.324025,1.485966,MGC,2,1,0,0
1036,1.163102,1.561058,MGC,7,4,0,0
1226,1.754693,1.654296,HWC,2,3,0,0
435,1.535087,1.587422,MGC,2,1,0,0
5272,1.614320,1.926524,MGC,1,1,0,0
2184,1.437841,1.754494,MGC,1,1,0,0
2510,1.331363,1.749830,MGC,1,4,0,0
1187,1.432884,1.585670,MGC,2,4,0,0
5875,1.285885,1.941883,MGC,1,2,0,0
724,1.266273,1.406396,MGC,2,1,0,0
3699,1.606700,1.579840,HWC,1,1,0,0
1629,1.220429,2.041609,MGC,1,1,0,0
4612,1.226833,1.477730,MGC,1,1,0,0
1189,1.733426,2.029444,MGC,1,2,0,0
585,1.433940,1.345252,HWC,1,1,0,0
5907,1.625282,1.910022,MGC,1,3,0,0
2101,1.688861,1.702158,MGC,1,1,0,0
1102,1.221666,1.488150,MGC,1,2,0,0
2715,1.403263,2.098080,MGC,1,2,0,0
1103,1.288987,1.526194,MGC,1,1,0,0
3419,1.287603,1.476644,MGC,1,1,0,0
4908,1.695260,1.689757,HWC,2,4,0,0
2318,1.222585,1.637767,MGC,1,1,0,0
1237,1.501646,1.362649,HWC,1,2,0,0
2152,1.111427,1.399153,MGC,1,3,0,0
6722,1.342114,1.589522,MGC,2,2,0,0
3471,1.379573,1.619557,MGC,1,1,0,0
6717,1.195898,1.500075,MGC,1,2,0,0
2010,1.342590,1.477647,MGC,1,1,0,0
1251,1.652674,2.263591,MGC,1,1,0,0
2324,1.162632,1.920769,MGC,1,1,0,0
5086,1.377396,2.180728,MGC,2,3,0,0
2471,1.518929,2.596012,MGC,1,4,0,0
148,1.122836,1.943605,MGC,2,1,0,0
2493,1.412767,1.702600,MGC,1,1,0,0
3960,1.313394,1.769992,MGC,1,1,0,0
3323,1.450220,1.177025,HWC,1,1,0,0
5001,1.204760,1.368623,MGC,2,2,0,0
4025,1.342694,2.059104,MGC,1,1,0,0
105,1.119954,1.392494,MGC,1,2,0,0
1789,1.294146,1.382750,MGC,2,2,0,0
5295,1.463970,1.569360,MGC,1,1,0,0
3017,1.345665,2.034779,MGC,2,2,0,0
3705,1.565151,1.772411,MGC,1,1,0,0
4694,1.744745,1.308042,HWC,1,1,0,0
1547,1.235255,1.748005,MGC,1,2,0,0
2353,1.379277,1.710075,MGC,1,1,0,0
6865,2.121475,2.131286,MGC,1,1,0,0
1088,1.423302,1.692603,MGC,1,1,0,0
1791,1.464668,1.790731,MGC,1,2,0,0
2138,1.226567,1.403899,MGC,3,1,0,0
3629,1.214640,1.861969,MGC,2,2,0,0
1724,1.280375,1.581934,MGC,1,1,0,0
3378,1.222734,1.430254,MGC,1,1,0,0
1519,1.619282,2.056139,MGC,1,1,0,0
4876,1.202414,1.669337,MGC,1,1,0,0
3076,2.272768,2.365281,MGC,1,1,0,0
2171,1.734937,1.094931,HWC,1,1,0,0
1312,1.430712,1.707682,MGC,2,1,0,0
1355,1.256119,1.475030,MGC,1,1,0,0
4964,1.626704,1.610227,HWC,1,1,0,0
5633,1.284202,1.675045,MGC,1,1,0,0
2863,1.210395,1.372405,MGC,1,1,0,0
1465,1.213626,1.230202,MGC,2,1,0,0
2346,1.271543,1.793841,MGC,1,2,0,0
2664,1.304416,1.907149,MGC,1,1,0,0
5230,1.322860,1.395720,MGC,2,3,0,0
4777,1.212623,1.471706,MGC,6,2,0,0
967,1.192379,1.921105,MGC,1,3,0,0
3507,1.421929,1.795743,MGC,1,3,0,0
6401,1.378834,1.549369,MGC,1,1,0,0
5290,1.362736,1.602027,MGC,2,2,0,0
6051,1.323836,1.624364,MGC,2,2,0,0
5568,1.295773,1.848394,MGC,1,2,0,0
1473,1.780066,1.594430,HWC,1,1,0,0
1444,1.373788,1.631840,MGC,1,1,0,0
4133,1.214690,1.813675,MGC,1,3,0,0
23,1.503895,1.570641,MGC,1,1,0,0
1818,1.512716,1.945323,MGC,1,2,0,0
5900,1.113393,1.900457,MGC,1,1,0,0
3032,1.186360,1.165668,HWC,1,1,0,0
811,1.377086,1.644611,MGC,1,2,0,0
3334,1.318458,1.811498,MGC,1,1,0,0
5994,1.434227,1.675933,MGC,2,1,0,0
5191,1.254042,1.428549,MGC,1,2,0,0
3275,1.196758,1.541213,MGC,2,2,0,0
505,1.284791,1.542408,MGC,3,3,0,0
885,1.338600,2.196933,MGC,2,1,0,0
814,1.165002,1.440334,MGC,1,1,0,0
916,1.316662,1.284715,HWC,1,1,0,0
4932,1.347401,1.743009,MGC,1,4,0,0
1966,1.275722,1.806693,MGC,1,2,0,0
2679,1.275793,1.318131,MGC,1,1,0,0
5004,1.342513,1.497784,MGC,2,3,0,0
6176,1.997138,1.720193,HWC,1,4,0,0
1996,1.348779,2.145849,MGC,1,1,0,0
6154,1.443065,1.554218,MGC,1,3,0,0
5025,1.312325,1.406903,MGC,1,1,0,0
6234,1.279612,1.940641,MGC,1,1,0,0
